distance,length,replicate,num_taxa,alpha,model,true_identity_mean,true_identity_min,true_identity_max,true_identity_std,true_gap_mean,true_aligned_length,mafft_identity_mean,mafft_identity_min,mafft_identity_max,mafft_identity_std,mafft_gap_mean,mafft_aligned_length,psa_identity_mean,psa_identity_min,psa_identity_max,psa_identity_std
3.0,1000,37,32,1.0,LG+G4,0.35164839034980294,0.09523809523809523,0.9012345679012346,0.12140911129983484,0.8620533629145258,4282,0.28399754897455226,0.10824742268041238,0.9012345679012346,0.13130311311806975,0.6626570531125071,1751,0.3206210953783116,0.2743589743589744,0.48758465011286684,0.04840114748162007
3.0,1000,38,32,1.0,LG+G4,0.4271781162032426,0.22627737226277372,0.933456561922366,0.10948156997469266,0.839081877113867,3548,0.36130791239642585,0.15862068965517243,0.933456561922366,0.13616342870097498,0.6537674348089753,1649,0.36848601313310786,0.27037773359840955,0.5454545454545454,0.07167281607843749
3.0,1000,39,32,1.0,LG+G4,0.3619937805714321,0.13541666666666666,0.8663101604278075,0.1167622033610262,0.8439669682305913,4753,0.2879535426399988,0.11885245901639344,0.8645276292335116,0.1276697875281924,0.6265735146022156,1986,0.3182250804981947,0.2457831325301205,0.437410071942446,0.05320637037585359
3.0,1000,40,32,1.0,LG+G4,0.3583487014471927,0.13636363636363635,0.9546218487394958,0.11033623577670755,0.8487591074681239,4941,0.295224690208811,0.10795454545454546,0.9514237855946399,0.12264122713848424,0.6743872549019608,2295,0.2957158969849897,0.2383612662942272,0.3941368078175896,0.04240675615096622
3.0,1000,41,32,1.0,LG+G4,0.37583081030907506,0.15714285714285714,0.9440993788819876,0.12346170871235798,0.8630191890292029,5068,0.3072359741731651,0.12315270935960591,0.9440993788819876,0.1395141556980514,0.6623449659533074,2056,0.4186441398686343,0.2801418439716312,0.7706237424547284,0.16006948674149513
3.0,1000,42,32,1.0,LG+G4,0.3285680682284197,0.07142857142857142,0.9236739974126779,0.13762102821283004,0.8251477895819055,2918,0.28117119140548263,0.078125,0.9236739974126779,0.14107630123144707,0.6686891233766233,1540,0.35312131778460376,0.28498727735368956,0.5535714285714286,0.0696069479291395
3.0,1000,43,32,1.0,LG+G4,0.34428555148787915,0.0625,0.8689320388349514,0.12666886256346283,0.8570826306913997,4744,0.284911051133989,0.10191082802547771,0.8689320388349514,0.13497257373214744,0.6682974559686888,2044,0.3771623393288129,0.2544731610337972,0.8362944162436549,0.14960214850428627
3.0,1000,44,32,1.0,LG+G4,0.33227140634166397,0.08,0.9186991869918699,0.10866903458697649,0.8659895728390087,4963,0.2490828826572544,0.10948905109489052,0.9186991869918699,0.11327612226014491,0.6454724147121536,1876,0.3188905964431646,0.25066666666666665,0.49391727493917276,0.055032782113456524
3.0,1000,45,32,1.0,LG+G4,0.3441250038309495,0.15,0.8457502623294858,0.10339361577097163,0.8525788003373393,4743,0.27011920720427596,0.10683760683760683,0.8435870698644421,0.11391346158256191,0.6610670140571983,2063,0.31999667724623176,0.2739541160593792,0.3759894459102902,0.02416850595556732
3.0,1000,46,32,1.0,LG+G4,0.35572233226023975,0.09523809523809523,0.9703389830508474,0.1355526597022304,0.8499030780075187,4256,0.3030875063516416,0.12994350282485875,0.9703389830508474,0.14123078248498278,0.6516834787350054,1834,0.31905727551169655,0.25201612903225806,0.48293515358361777,0.0698125152406412
3.0,1000,47,32,1.0,LG+G4,0.2924251000581099,0.045454545454545456,0.865,0.11588336345005579,0.880591054313099,5321,0.22714722733301254,0.10121457489878542,0.856198347107438,0.1188470018722144,0.6434483726150393,1782,0.27845128003507225,0.23501577287066247,0.3353658536585366,0.024506641360910658
3.0,1000,48,32,1.0,LG+G4,0.39911984638148645,0.16129032258064516,0.9443742098609356,0.10221421728091251,0.8367257343550447,3915,0.3427474596168697,0.09523809523809523,0.9443742098609356,0.10869300404055451,0.6594465903036761,1877,0.408776123797752,0.3050847457627119,0.7125,0.10131389242125595
3.0,1000,49,32,1.0,LG+G4,0.324313831590924,0.08333333333333333,0.7490706319702602,0.1044735588610822,0.8845601640838651,5485,0.2592143899498905,0.1214574898785425,0.7268292682926829,0.10504732290228196,0.6824536108324974,1994,0.3094682175455397,0.25,0.39201183431952663,0.04030730158056317
3.0,1000,50,32,1.0,LG+G4,0.42441739654120947,0.15602836879432624,0.847672778561354,0.10050887831617529,0.839620377854112,4949,0.37955229184333605,0.16521739130434782,0.8408450704225352,0.10463411624430305,0.6566960423875432,2312,0.4358299795304332,0.3170103092783505,0.6337115072933549,0.094062996132817
3.0,1000,51,32,1.0,LG+G4,0.357716504836442,0.14444444444444443,0.8950354609929078,0.1188275510778072,0.8514347752043596,4404,0.3038125993174025,0.13793103448275862,0.8909348441926346,0.12215402064983523,0.6817698200389105,2056,0.39385339131519304,0.2661122661122661,0.8923512747875354,0.1772892957494077
3.0,1000,52,32,1.0,LG+G4,0.3238429573954946,0.12048192771084337,0.9421487603305785,0.12572442385687577,0.8531818181818182,4675,0.2672846466054408,0.11705685618729098,0.9421487603305785,0.1297684842506949,0.6613838184509127,2027,0.3203712104135791,0.2634730538922156,0.4017857142857143,0.03818031371430835
3.0,1000,53,32,1.0,LG+G4,0.34355998970959634,0.1,0.8342857142857143,0.11688187288559117,0.877790302827878,4491,0.25870428634915854,0.09049773755656108,0.7985611510791367,0.13499025620798513,0.6735016359309934,1681,0.39603418444485616,0.23369565217391305,0.6962750716332379,0.1190157723933864
3.0,1000,54,32,1.0,LG+G4,0.44557647550704427,0.225,0.9186851211072664,0.09667892589147757,0.8394859112709833,4170,0.3851648104631999,0.2,0.9186851211072664,0.10699775674743663,0.6712457023575639,2036,0.36689499141053905,0.25591397849462366,0.651685393258427,0.09566323975579849
3.0,1000,55,32,1.0,LG+G4,0.3818873316350463,0.20175438596491227,0.8912529550827423,0.0957259113068021,0.8501877016629437,4029,0.3332915513848411,0.1827956989247312,0.8891509433962265,0.09804976469463092,0.6896690231362468,1945,0.38427909534626814,0.2949101796407186,0.8870588235294118,0.13885546562406312
3.0,1000,56,32,1.0,LG+G4,0.4519967005190284,0.2834008097165992,0.8536585365853658,0.10133428111525124,0.7996197174134421,3928,0.4017582624901763,0.1917808219178082,0.8525641025641025,0.11451102745804594,0.642555063578565,2202,0.41067732617409913,0.27153558052434457,0.6900129701686122,0.10229479842327456
