experiment_id,experiment_name,model,dist_model,num_taxa,distance,length,alpha,ics_prop,replicate,pipeline,rf_distance,nrf_distance,best_model_bic,gamma_alpha
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,87,MSA+ML,24,0.413793,VT+G4,1.7791
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,88,MSA+ML,44,0.758621,LG+G4,0.8124
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,89,MSA+ML,14,0.241379,VT+G4,1.2164
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,8,MSA+ML,20,0.344828,VT+G4,1.1419
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,90,MSA+ML,40,0.689655,LG+G4,1.3926
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,91,MSA+ML,44,0.758621,Q.INSECT+G4,0.8572
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,92,MSA+ML,32,0.551724,WAG+G4,1.0723
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,93,MSA+ML,20,0.344828,VT+G4,1.0458
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,94,MSA+ML,34,0.586207,LG+G4,0.9767
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,95,MSA+ML,26,0.448276,VT+I+G4,1.8686
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,96,MSA+ML,22,0.37931,VT+G4,1.7277
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,97,MSA+ML,26,0.448276,LG+G4,1.122
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,98,MSA+ML,34,0.586207,VT+G4,1.2113
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,99,MSA+ML,48,0.827586,VT+G4,0.867
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,100,0.5,0.0,9,MSA+ML,24,0.413793,VT+G4,1.0789
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,100,MSA+ML,14,0.241379,VT+G4,1.1668
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,10,MSA+ML,0,0.0,Q.PFAM+G4,1.0487
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,11,MSA+ML,26,0.448276,VT+G4,1.4318
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,12,MSA+ML,14,0.241379,LG+G4,1.0229
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,13,MSA+ML,4,0.068966,VT+I+G4,1.6325
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,14,MSA+ML,10,0.172414,VT+G4,1.4041
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,15,MSA+ML,6,0.103448,LG+G4,0.8204
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,16,MSA+ML,8,0.137931,Q.PFAM+G4,1.3148
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,17,MSA+ML,4,0.068966,VT+G4,1.2872
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,18,MSA+ML,6,0.103448,Q.PFAM+G4,1.0844
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,19,MSA+ML,2,0.034483,VT+G4,1.5307
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,1,MSA+ML,8,0.137931,LG+G4,0.953
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,20,MSA+ML,8,0.137931,VT+G4,1.293
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,21,MSA+ML,6,0.103448,VT+G4,1.3515
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,22,MSA+ML,6,0.103448,VT+G4,1.3256
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,23,MSA+ML,10,0.172414,VT+G4,1.1503
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,24,MSA+ML,18,0.310345,VT+G4,1.266
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,25,MSA+ML,18,0.310345,VT+G4,1.4786
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,26,MSA+ML,26,0.448276,LG+G4,0.8715
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,27,MSA+ML,10,0.172414,LG+G4,0.997
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,28,MSA+ML,12,0.206897,VT+G4,1.6195
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,29,MSA+ML,6,0.103448,LG+G4,1.0581
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,2,MSA+ML,6,0.103448,LG+G4,0.8695
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,30,MSA+ML,14,0.241379,VT+G4,1.2179
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,31,MSA+ML,8,0.137931,Q.PFAM+G4,0.8369
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,32,MSA+ML,6,0.103448,VT+G4,1.4015
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,33,MSA+ML,4,0.068966,VT+G4,1.3125
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,34,MSA+ML,26,0.448276,VT+G4,1.3937
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,35,MSA+ML,10,0.172414,LG+G4,0.9723
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,36,MSA+ML,8,0.137931,VT+G4,1.3782
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,37,MSA+ML,8,0.137931,VT+G4,1.6225
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,38,MSA+ML,8,0.137931,VT+G4,1.1537
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,39,MSA+ML,12,0.206897,Q.PFAM+G4,0.9818
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,3,MSA+ML,4,0.068966,VT+G4,1.1884
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,40,MSA+ML,4,0.068966,Q.PFAM+G4,1.0287
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,41,MSA+ML,6,0.103448,VT+G4,1.4898
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,42,MSA+ML,10,0.172414,Q.PFAM+G4,0.9998
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,43,MSA+ML,12,0.206897,VT+G4,1.0978
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,44,MSA+ML,8,0.137931,VT+G4,1.0576
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,45,MSA+ML,6,0.103448,VT+I+G4,1.3474
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,46,MSA+ML,12,0.206897,Q.PFAM+G4,1.0897
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,47,MSA+ML,24,0.413793,VT+G4,1.4659
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,48,MSA+ML,8,0.137931,VT+G4,1.2665
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,49,MSA+ML,10,0.172414,VT+G4,1.2094
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,4,MSA+ML,8,0.137931,LG+G4,1.0441
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,50,MSA+ML,10,0.172414,VT+G4,1.1396
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,51,MSA+ML,12,0.206897,VT+G4,1.2913
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,52,MSA+ML,10,0.172414,VT+G4,1.1456
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,53,MSA+ML,10,0.172414,VT+G4,1.4658
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,54,MSA+ML,4,0.068966,VT+G4,1.0759
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,55,MSA+ML,12,0.206897,VT+G4,1.0025
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,56,MSA+ML,6,0.103448,LG+G4,0.6885
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,57,MSA+ML,10,0.172414,VT+G4,1.383
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,58,MSA+ML,2,0.034483,VT+G4,1.1511
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,59,MSA+ML,14,0.241379,VT+G4,1.2732
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,5,MSA+ML,6,0.103448,VT+G4,1.1178
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,60,MSA+ML,8,0.137931,VT+G4,1.1667
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,61,MSA+ML,18,0.310345,VT+G4,1.2358
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,62,MSA+ML,12,0.206897,VT+G4,1.3222
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,63,MSA+ML,10,0.172414,LG+G4,0.8113
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,64,MSA+ML,10,0.172414,LG+G4,0.8431
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,65,MSA+ML,8,0.137931,VT+G4,1.3857
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,66,MSA+ML,8,0.137931,Q.PFAM+G4,1.1657
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,67,MSA+ML,6,0.103448,LG+G4,0.9423
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,68,MSA+ML,6,0.103448,VT+G4,1.2299
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,69,MSA+ML,8,0.137931,VT+G4,1.142
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,6,MSA+ML,26,0.448276,VT+I+G4,1.9066
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,70,MSA+ML,12,0.206897,VT+G4,1.3692
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,71,MSA+ML,4,0.068966,VT+G4,1.1942
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,72,MSA+ML,16,0.275862,VT+G4,1.5315
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,73,MSA+ML,14,0.241379,VT+G4,1.389
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,74,MSA+ML,12,0.206897,VT+G4,1.3343
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,75,MSA+ML,14,0.241379,Q.PFAM+G4,1.0368
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,76,MSA+ML,6,0.103448,VT+I+G4,1.4112
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,77,MSA+ML,12,0.206897,VT+G4,1.4496
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,78,MSA+ML,14,0.241379,Q.PFAM+G4,0.9139
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,79,MSA+ML,14,0.241379,LG+G4,1.2445
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,7,MSA+ML,10,0.172414,WAG+G4,1.1497
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,80,MSA+ML,14,0.241379,LG+G4,0.9538
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,81,MSA+ML,6,0.103448,VT+G4,1.1943
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,82,MSA+ML,22,0.37931,LG+G4,0.9649
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,83,MSA+ML,4,0.068966,VT+I+G4,1.327
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,84,MSA+ML,12,0.206897,Q.PFAM+G4,1.1401
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,85,MSA+ML,10,0.172414,VT+G4,1.1612
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,86,MSA+ML,8,0.137931,LG+G4,0.8993
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,87,MSA+ML,12,0.206897,Q.PFAM+G4,1.0585
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,88,MSA+ML,12,0.206897,VT+G4,1.4056
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,89,MSA+ML,8,0.137931,LG+G4,1.0908
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,8,MSA+ML,6,0.103448,VT+G4,1.1656
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,90,MSA+ML,12,0.206897,Q.PFAM+G4,0.9338
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,91,MSA+ML,14,0.241379,VT+G4,1.3979
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,92,MSA+ML,6,0.103448,VT+G4,1.666
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,93,MSA+ML,4,0.068966,VT+G4,1.3339
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,94,MSA+ML,6,0.103448,VT+G4,1.3746
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,95,MSA+ML,8,0.137931,VT+G4,1.1822
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,96,MSA+ML,8,0.137931,LG+G4,1.0072
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,97,MSA+ML,6,0.103448,VT+I+G4,1.6563
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,98,MSA+ML,8,0.137931,VT+G4,1.2147
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,99,MSA+ML,2,0.034483,Q.PFAM+G4,0.8889
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,3.0,500,0.5,0.0,9,MSA+ML,6,0.103448,Q.PFAM+G4,0.8054
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,100,MSA+ML,4,0.068966,LG+G4,0.8162
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,10,MSA+ML,2,0.034483,LG+G4,1.0645
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,11,MSA+ML,4,0.068966,LG+G4,1.0
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,12,MSA+ML,2,0.034483,LG+G4,0.9218
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,13,MSA+ML,2,0.034483,LG+G4,1.2177
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,14,MSA+ML,6,0.103448,LG+G4,0.9644
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,15,MSA+ML,2,0.034483,LG+I,
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,16,MSA+ML,2,0.034483,LG+I,
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,17,MSA+ML,4,0.068966,LG+G4,0.9156
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,18,MSA+ML,2,0.034483,LG+G4,0.8285
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,19,MSA+ML,2,0.034483,LG+G4,1.149
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,1,MSA+ML,2,0.034483,LG+G4,1.2497
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,20,MSA+ML,6,0.103448,LG+G4,1.2051
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,21,MSA+ML,2,0.034483,LG+G4,0.8631
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,22,MSA+ML,0,0.0,LG+G4,1.4401
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,23,MSA+ML,0,0.0,Q.PFAM+G4,1.0801
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,24,MSA+ML,12,0.206897,Q.PFAM+I,
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,25,MSA+ML,0,0.0,LG+G4,0.9602
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,26,MSA+ML,10,0.172414,LG+I,
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,27,MSA+ML,8,0.137931,LG+G4,0.9661
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,28,MSA+ML,0,0.0,LG+G4,0.9297
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,29,MSA+ML,0,0.0,LG+G4,1.2537
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,2,MSA+ML,6,0.103448,LG+I,
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,30,MSA+ML,2,0.034483,LG+G4,1.1866
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,31,MSA+ML,0,0.0,LG+G4,0.9248
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,32,MSA+ML,4,0.068966,LG+G4,0.8918
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,33,MSA+ML,0,0.0,LG+G4,1.3172
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,34,MSA+ML,2,0.034483,LG+G4,1.2498
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,35,MSA+ML,6,0.103448,LG+G4,1.3255
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,36,MSA+ML,6,0.103448,LG+G4,0.9295
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,37,MSA+ML,6,0.103448,LG+G4,0.8201
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,38,MSA+ML,6,0.103448,LG+G4,1.0599
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,39,MSA+ML,2,0.034483,LG+G4,1.6751
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,3,MSA+ML,4,0.068966,LG+G4,1.1609
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,40,MSA+ML,4,0.068966,LG+G4,1.0053
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,41,MSA+ML,2,0.034483,LG+G4,0.937
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,42,MSA+ML,0,0.0,LG+G4,0.8148
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,43,MSA+ML,2,0.034483,LG+I,
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,44,MSA+ML,2,0.034483,LG+G4,0.8087
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,45,MSA+ML,2,0.034483,LG+G4,1.0689
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,46,MSA+ML,6,0.103448,LG+G4,1.0468
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,47,MSA+ML,2,0.034483,LG+G4,0.9863
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,48,MSA+ML,6,0.103448,LG+G4,1.0013
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,49,MSA+ML,4,0.068966,LG+G4,1.0622
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,4,MSA+ML,2,0.034483,LG+G4,0.9765
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,50,MSA+ML,2,0.034483,LG+I,
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,51,MSA+ML,4,0.068966,LG+G4,1.0011
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,52,MSA+ML,0,0.0,LG+G4,1.1771
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,53,MSA+ML,4,0.068966,LG+G4,1.2177
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,54,MSA+ML,6,0.103448,LG+G4,0.7833
Exp3_Alpha,Exp3: Rate Heterogeneity (alpha),LG+G4,poisson,32,0.1,1000,1.0,0.0,55,MSA+ML,6,0.103448,LG+G4,0.9396
