experiment_id,experiment_name,model,dist_model,num_taxa,distance,length,alpha,ics_prop,replicate,pipeline,rf_distance,nrf_distance,best_model_bic,gamma_alpha
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,98,MSA+ML,4,0.068966,LG+G4,2.5593
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,99,MSA+ML,0,0.0,LG+G4,1.9263
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,100,MSA+ML,4,0.068966,Q.PFAM+G4,2.9615
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,1,MSA+ML,0,0.0,LG+G4,2.8559
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,2,MSA+ML,2,0.034483,LG+G4,2.7271
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,3,MSA+ML,4,0.068966,LG+G4,2.2148
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,4,MSA+ML,8,0.137931,LG+G4,2.3914
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,5,MSA+ML,2,0.034483,LG+G4,2.5361
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,6,MSA+ML,2,0.034483,LG+G4,2.477
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,7,MSA+ML,12,0.206897,LG+G4,2.814
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,8,MSA+ML,10,0.172414,LG+G4,2.2532
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,9,MSA+ML,2,0.034483,LG+G4,2.7301
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,10,MSA+ML,2,0.034483,LG+G4,2.4632
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,11,MSA+ML,4,0.068966,Q.PFAM+G4,2.7613
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,12,MSA+ML,4,0.068966,LG+G4,2.4475
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,13,MSA+ML,2,0.034483,LG+G4,2.7623
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,14,MSA+ML,2,0.034483,LG+G4,2.281
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,15,MSA+ML,4,0.068966,Q.PFAM+G4,2.7934
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,16,MSA+ML,0,0.0,LG+G4,2.3865
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,17,MSA+ML,4,0.068966,LG+G4,2.2783
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,18,MSA+ML,4,0.068966,LG+G4,2.225
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,19,MSA+ML,4,0.068966,LG+G4,2.4095
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,20,MSA+ML,12,0.206897,LG+G4,2.8133
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,21,MSA+ML,2,0.034483,LG+G4,2.7937
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,22,MSA+ML,2,0.034483,LG+G4,2.6395
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,23,MSA+ML,0,0.0,LG+G4,2.0364
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,24,MSA+ML,8,0.137931,LG+G4,2.6708
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,25,MSA+ML,0,0.0,Q.PFAM+G4,2.6577
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,26,MSA+ML,0,0.0,LG+G4,2.2235
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,27,MSA+ML,14,0.241379,LG+G4,2.0477
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,28,MSA+ML,4,0.068966,Q.PFAM+G4,2.5666
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,29,MSA+ML,0,0.0,LG+G4,2.7252
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,30,MSA+ML,4,0.068966,Q.PFAM+G4,2.9271
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,31,MSA+ML,4,0.068966,LG+G4,1.9856
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,32,MSA+ML,6,0.103448,LG+G4,2.518
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,33,MSA+ML,2,0.034483,LG+G4,2.4518
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,34,MSA+ML,10,0.172414,LG+G4,2.6915
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,35,MSA+ML,10,0.172414,LG+G4,1.9902
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,36,MSA+ML,2,0.034483,LG+G4,2.3112
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,37,MSA+ML,2,0.034483,LG+G4,2.9795
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,38,MSA+ML,4,0.068966,LG+G4,2.3961
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,39,MSA+ML,6,0.103448,LG+G4,2.7756
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,40,MSA+ML,0,0.0,LG+G4,2.356
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,41,MSA+ML,10,0.172414,LG+G4,2.3469
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,42,MSA+ML,2,0.034483,LG+G4,2.9589
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,43,MSA+ML,6,0.103448,LG+G4,2.1807
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,44,MSA+ML,2,0.034483,LG+G4,2.7339
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,45,MSA+ML,2,0.034483,LG+G4,2.6176
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,46,MSA+ML,0,0.0,Q.PFAM+G4,2.2999
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,47,MSA+ML,0,0.0,LG+G4,2.3342
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,48,MSA+ML,2,0.034483,LG+G4,2.2774
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,49,MSA+ML,2,0.034483,LG+G4,2.753
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,50,MSA+ML,4,0.068966,LG+G4,2.4264
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,51,MSA+ML,2,0.034483,LG+G4,2.5061
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,52,MSA+ML,0,0.0,LG+G4,2.5651
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,53,MSA+ML,0,0.0,LG+G4,2.5921
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,54,MSA+ML,4,0.068966,LG+G4,2.6917
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,55,MSA+ML,6,0.103448,LG+G4,2.5003
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,56,MSA+ML,4,0.068966,Q.PFAM+G4,2.9964
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,57,MSA+ML,4,0.068966,LG+G4,2.4828
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,58,MSA+ML,4,0.068966,LG+G4,2.5615
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,59,MSA+ML,8,0.137931,Q.PFAM+G4,2.8951
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,60,MSA+ML,4,0.068966,LG+G4,2.4677
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,61,MSA+ML,4,0.068966,LG+G4,2.1766
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,62,MSA+ML,2,0.034483,LG+G4,2.3281
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,63,MSA+ML,4,0.068966,Q.PFAM+G4,2.4651
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,64,MSA+ML,4,0.068966,LG+G4,2.1409
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,65,MSA+ML,0,0.0,LG+G4,2.7332
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,66,MSA+ML,2,0.034483,LG+R2,
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,67,MSA+ML,2,0.034483,LG+G4,2.3382
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,68,MSA+ML,8,0.137931,LG+I+G4,2.7936
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,69,MSA+ML,2,0.034483,Q.PFAM+G4,2.6579
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,70,MSA+ML,6,0.103448,LG+G4,2.8372
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,71,MSA+ML,0,0.0,LG+G4,2.0747
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,72,MSA+ML,2,0.034483,LG+G4,2.3512
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,73,MSA+ML,0,0.0,LG+G4,2.209
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,74,MSA+ML,4,0.068966,LG+G4,2.4951
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,75,MSA+ML,2,0.034483,LG+G4,2.7531
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,76,MSA+ML,4,0.068966,LG+G4,2.6805
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,77,MSA+ML,0,0.0,Q.PFAM+G4,3.2116
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,78,MSA+ML,0,0.0,LG+G4,2.7583
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,79,MSA+ML,6,0.103448,LG+G4,2.5824
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,80,MSA+ML,2,0.034483,Q.PFAM+G4,2.623
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,81,MSA+ML,0,0.0,LG+G4,2.5003
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,82,MSA+ML,2,0.034483,LG+G4,1.9821
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,83,MSA+ML,4,0.068966,LG+G4,2.3786
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,84,MSA+ML,2,0.034483,LG+G4,2.8843
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,85,MSA+ML,2,0.034483,Q.PFAM+G4,2.2246
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,86,MSA+ML,2,0.034483,LG+G4,2.12
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,87,MSA+ML,6,0.103448,LG+G4,2.3376
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,88,MSA+ML,8,0.137931,LG+G4,2.2468
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,89,MSA+ML,2,0.034483,LG+G4,2.9549
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,1.0,500,2.0,0.0,90,MSA+ML,2,0.034483,LG+G4,2.6344
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,91,MSA+ML,6,0.103448,LG+G4,2.861
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,92,MSA+ML,0,0.0,LG+G4,3.4532
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,93,MSA+ML,0,0.0,LG+G4,3.1109
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,94,MSA+ML,4,0.068966,LG+G4,3.2209
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,95,MSA+ML,6,0.103448,LG+G4,2.6678
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,96,MSA+ML,2,0.034483,LG+G4,2.5176
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,97,MSA+ML,0,0.0,LG+G4,2.9664
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,98,MSA+ML,4,0.068966,LG+G4,3.1215
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,99,MSA+ML,0,0.0,LG+G4,2.6122
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,100,MSA+ML,8,0.137931,LG+G4,2.7507
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,1,MSA+ML,0,0.0,Q.PFAM+G4,2.8109
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,2,MSA+ML,2,0.034483,LG+G4,2.8882
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,3,MSA+ML,0,0.0,LG+G4,2.7559
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,4,MSA+ML,2,0.034483,LG+G4,2.9883
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,5,MSA+ML,2,0.034483,LG+G4,2.8666
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,6,MSA+ML,4,0.068966,LG+G4,2.9728
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,7,MSA+ML,6,0.103448,LG+G4,2.7483
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,8,MSA+ML,4,0.068966,LG+G4,2.514
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,9,MSA+ML,2,0.034483,LG+G4,2.6526
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,10,MSA+ML,2,0.034483,LG+G4,2.957
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,11,MSA+ML,4,0.068966,LG+G4,3.1043
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,12,MSA+ML,4,0.068966,LG+G4,2.6809
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,13,MSA+ML,2,0.034483,LG+G4,2.8313
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,14,MSA+ML,0,0.0,LG+G4,2.5239
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,15,MSA+ML,2,0.034483,LG+G4,2.7457
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,16,MSA+ML,4,0.068966,LG+G4,2.6681
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,17,MSA+ML,0,0.0,Q.PFAM+G4,3.0225
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,18,MSA+ML,0,0.0,LG+I+G4,2.7794
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,19,MSA+ML,0,0.0,LG+G4,2.9084
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,20,MSA+ML,6,0.103448,LG+G4,2.7889
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,21,MSA+ML,2,0.034483,LG+G4,2.5973
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,22,MSA+ML,2,0.034483,LG+G4,2.9826
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,23,MSA+ML,2,0.034483,LG+G4,3.0825
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,24,MSA+ML,6,0.103448,LG+G4,2.6915
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,25,MSA+ML,4,0.068966,LG+G4,3.1515
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,26,MSA+ML,14,0.241379,LG+G4,2.4275
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,27,MSA+ML,0,0.0,LG+G4,2.3934
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,28,MSA+ML,4,0.068966,LG+G4,3.7893
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,29,MSA+ML,0,0.0,LG+I+G4,3.1215
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,30,MSA+ML,4,0.068966,LG+G4,2.5518
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,31,MSA+ML,4,0.068966,LG+G4,2.9124
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,32,MSA+ML,0,0.0,LG+G4,3.3821
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,33,MSA+ML,2,0.034483,LG+G4,2.9638
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,34,MSA+ML,10,0.172414,Q.PFAM+G4,3.6615
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,35,MSA+ML,4,0.068966,LG+G4,2.6796
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,36,MSA+ML,4,0.068966,Q.PFAM+G4,2.51
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,37,MSA+ML,6,0.103448,LG+G4,2.5388
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,38,MSA+ML,0,0.0,LG+G4,2.4719
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,39,MSA+ML,2,0.034483,LG+G4,2.5907
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,40,MSA+ML,2,0.034483,LG+G4,3.0729
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,41,MSA+ML,2,0.034483,LG+G4,3.0396
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,42,MSA+ML,2,0.034483,Q.PFAM+G4,2.8149
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,43,MSA+ML,4,0.068966,LG+G4,3.3395
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,44,MSA+ML,2,0.034483,LG+G4,3.1036
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,45,MSA+ML,4,0.068966,LG+G4,2.819
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,46,MSA+ML,4,0.068966,LG+G4,2.7195
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,47,MSA+ML,10,0.172414,LG+I+G4,3.5563
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,48,MSA+ML,6,0.103448,LG+G4,2.3944
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,49,MSA+ML,2,0.034483,LG+G4,3.6368
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,50,MSA+ML,2,0.034483,LG+G4,2.6452
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,51,MSA+ML,4,0.068966,LG+G4,3.1396
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,52,MSA+ML,0,0.0,Q.PFAM+G4,3.1875
Exp5_Gamma,Exp5: Gamma Distance (gamma_poisson),LG+G4,gamma_poisson,32,2.0,1000,2.0,0.0,53,MSA+ML,6,0.103448,LG+G4,3.099
